SYSTEM_ID,TBL_ID,TBL_CD,TBL_DESC1,TBL_DESC2,TBL_VAL1,TBL_VAL2,TBL_VAL3,TBL_VAL4,TBL_VAL5,TBL_VAL6,TBL_VAL7,TBL_VAL8,STADT,ENDDT
OB,12,03,本牌/營業車,01,0,NULL,NULL,1,C,NULL,NULL,NULL,20190528,20991231
OB,12,04,本牌/原融,02,0,NULL,NULL,NULL,C,NULL,NULL,NULL,20190528,20991231
OB,12,05,本牌/中古營業車,02,0,NULL,NULL,NULL,C,NULL,NULL,NULL,20190528,20991231
OB,12,06,本牌/原融代償,02,0,NULL,NULL,NULL,C,NULL,NULL,NULL,20190528,20991231
OB,12,07,保單,04,0,NULL,NULL,1,G,NULL,NULL,NULL,20190528,20991231
OB,12,08,信貸,05,2,NULL,NULL,NULL,G,NULL,NULL,NULL,20190528,20991231
OB,12,09,機器設備,06,3,NULL,NULL,NULL,M,NULL,NULL,NULL,20190528,20991231
OB,12,10,遠信機車,07,3,NULL,NULL,NULL,T,NULL,NULL,NULL,20190528,20991231
OB,12,11,他牌/新車,01,1,NULL,NULL,NULL,C,NULL,NULL,NULL,20190528,20991231
OB,12,12,他牌/中古,02,1,NULL,NULL,NULL,C,NULL,NULL,NULL,20190528,20991231
OB,12,13,他牌/營業車,01,1,NULL,NULL,NULL,C,NULL,NULL,NULL,20190528,20991231
OB,12,14,他牌/原融,02,1,NULL,NULL,NULL,C,NULL,NULL,NULL,20190528,20991231
OB,12,15,他牌/中古營業車,02,1,NULL,NULL,NULL,C,NULL,NULL,NULL,20190528,20991231
OB,12,16,他牌/原融代償,02,1,NULL,NULL,NULL,C,NULL,NULL,NULL,20190528,20991231
OB,12,17,重型機車,01,1,NULL,NULL,NULL,C,NULL,NULL,NULL,20190528,20991231
OB,12,18,遠信圖書,07,3,NULL,NULL,NULL,T,NULL,NULL,NULL,20190528,20991231
OB,12,19,遠信綜合,07,3,NULL,NULL,NULL,T,NULL,NULL,NULL,20190528,20991231
OB,12,20,本牌/原融營業車,02,0,NULL,NULL,NULL,C,NULL,NULL,NULL,20190528,20991231
OB,12,21,他牌/原融營業車,02,1,NULL,NULL,NULL,C,NULL,NULL,NULL,20190528,20991231
OB,12,22,本牌/原融代償營業車,02,0,NULL,NULL,NULL,C,NULL,NULL,NULL,20190528,20991231
OB,12,23,他牌/原融代償營業車,02,1,NULL,NULL,NULL,C,NULL,NULL,NULL,20190528,20991231
OB,12,24,一般分期/床的世界,08,3,NULL,1,NULL,Z,NULL,NULL,NULL,20190528,20991231
OB,12,25,一般分期/諾蒂亞,08,3,NULL,1,NULL,Z,NULL,NULL,NULL,20190528,20991231
OB,12,26,亞太專案A,09,3,NULL,NULL,NULL,Y,NULL,NULL,NULL,20190528,20991231
OB,12,27,亞太專案B,09,3,NULL,NULL,NULL,Y,NULL,NULL,NULL,20190528,20991231
OB,12,28,第一專案A,10,3,NULL,NULL,NULL,Y,NULL,NULL,NULL,20190528,20991231
OB,12,29,第一專案B,10,3,NULL,NULL,NULL,Y,NULL,NULL,NULL,20190528,20991231
OB,12,30,二十一專案A,11,3,NULL,NULL,NULL,Y,NULL,NULL,NULL,20190528,20991231
OB,12,31,二十一專案B,11,3,NULL,NULL,NULL,Y,NULL,NULL,NULL,20190528,20991231
OB,12,32,台灣才將專案A,12,3,NULL,NULL,NULL,Y,NULL,NULL,NULL,20190528,20991231
OB,12,33,台灣才將專案B,12,3,NULL,NULL,NULL,T,NULL,NULL,NULL,20190528,20991231
OB,12,34,遠信AR專案A,13,3,NULL,NULL,NULL,T,NULL,NULL,NULL,20190528,20991231
OB,12,35,遠信AR專案B,13,3,NULL,NULL,NULL,T,NULL,NULL,NULL,20190528,20991231
OB,12,36,遠信AR專案C,13,3,NULL,NULL,NULL,T,NULL,NULL,NULL,20190528,20991231
OB,12,37,和灣專案A,14,3,NULL,NULL,NULL,Y,NULL,NULL,NULL,20190528,20991231
OB,12,38,和灣專案B,14,3,NULL,NULL,NULL,Y,NULL,NULL,NULL,20190528,20991231
OB,12,39,他牌/機車原融,15,3,NULL,NULL,NULL,C,NULL,NULL,NULL,20190528,20991231
OB,12,40,他牌/機車自承,16,3,NULL,NULL,NULL,C,NULL,NULL,NULL,20190528,20991231
OB,12,41,商品分期,17,3,NULL,NULL,NULL,C,NULL,NULL,NULL,20190528,20991231
OB,12,99,其他,03,3,NULL,NULL,1,C,NULL,NULL,NULL,20190528,20991231
OB,13,N,未結案,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
OB,13,Y,結案,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
OB,14,01,生活周轉,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
OB,14,02,公司周轉,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
